,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.0,0.0,53.0,7.0,1.0,0.0,3.0,61.0,22.0,3.0,1.0
libtorrent.csv,0.0,1.0,43.0,0.0,1.0,0.0,5.0,61.0,2.0,5.0,6.0
mcmc-jags.csv,0.0,2.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,2.0,0.0
natpad.csv,0.0,0.0,34.0,0.0,0.0,1.0,1.0,7.0,3.0,3.0,0.0
nebuladevice.csv,0.0,3.0,51.0,3.0,4.0,1.0,2.0,0.0,0.0,4.0,1.0
olap-navigator.csv,0.0,0.0,4.0,0.0,0.0,0.0,5.0,37.0,1.0,4.0,1.0
pidgin.csv,0.0,0.0,19.0,0.0,0.0,1.0,1.0,24.0,1.0,2.0,14.0
salasaga.csv,0.0,0.0,52.0,0.0,1.0,1.0,5.0,0.0,5.0,6.0,1.0
sepgsql.csv,1.0,8.0,0.0,56.0,0.0,0.0,0.0,184.0,1.0,0.0,106.0
xstore.csv,0.0,3.0,8.0,0.0,0.0,0.0,0.0,8.0,14.0,1.0,3.0
xtreemfs.csv,1.0,1.0,23.0,4.0,0.0,1.0,0.0,12.0,0.0,0.0,1.0
