,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,qcad2.csv,pfaedit.csv,moving-pictures.csv,elynx.csv,roller.csv,zabbix.csv,hannosset.csv,ipfilter.csv,glelite.csv,xinity.csv,rockbox.csv
atlc.csv,0.75,0.55,0.07,0.74,0.68,0.76,0.55,0.8,0.66,0.76,0.71,0.77,0.74,0.87,0.6
glelite.csv,0.95,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.97
hannosset.csv,1.0,1.0,0.72,1.0,0.96,1.0,0.96,1.0,1.0,0.99,0.0,0.92,1.15,0.9,0.95
ipfilter.csv,0.93,0.79,0.99,0.84,0.84,0.84,0.91,0.78,0.65,0.57,0.66,0.0,1.04,0.73,0.78
moving-pictures.csv,0.46,0.73,0.9,1.04,0.6,0.54,0.0,0.54,0.82,0.94,0.68,0.84,0.55,0.82,0.7
pclasses.csv,0.0,0.91,1.0,1.0,0.97,1.0,0.96,1.0,0.75,1.02,1.0,1.0,1.0,0.8,0.67
pfaedit.csv,0.95,0.64,0.56,1.1,0.64,0.02,0.69,1.08,0.63,0.7,0.72,0.81,0.73,0.68,0.41
qcad2.csv,1.04,0.62,0.93,1.09,0.01,0.84,0.64,1.04,0.69,0.6,0.8,0.64,0.81,0.78,0.84
rockbox.csv,0.67,0.7,0.63,0.6,0.76,0.47,0.82,0.68,0.63,0.85,0.64,0.66,0.57,0.74,0.0
roller.csv,0.74,0.73,0.9,0.76,0.71,0.7,0.83,0.81,0.02,1.03,0.87,0.75,0.92,0.7,0.75
theresa.csv,1.0,1.0,1.0,0.0,0.94,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.95,1.0
tzod.csv,0.91,0.07,0.64,0.44,0.53,0.47,0.79,1.06,0.63,0.89,0.86,0.93,0.74,0.88,0.81
xinity.csv,0.52,0.71,0.92,1.05,0.93,0.63,0.71,1.11,0.72,0.77,0.61,0.82,0.42,0.0,0.54
zabbix.csv,0.93,0.94,1.01,0.92,0.77,0.86,0.83,1.36,0.82,0.03,0.88,0.91,1.02,1.01,0.81
