,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.7,0.85,0.36,0.94,1.0,1.0
columba.csv,0.61,0.97,0.59,0.59,0.49,0.44
emftriple.csv,0.91,0.15,0.93,0.98,0.87,0.85
fluent-nhibernate.csv,0.41,1.05,0.63,0.19,0.67,0.68
gpsmid.csv,0.27,0.84,0.78,0.3,0.57,0.54
xamj.csv,0.66,0.78,0.83,0.81,0.41,0.92
