,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.08,0.65,0.28,0.94,0.0,0.0
columba.csv,0.55,0.34,0.44,0.59,0.26,0.24
emftriple.csv,0.13,0.11,0.17,0.28,0.52,0.1
fluent-nhibernate.csv,0.34,0.31,0.39,0.19,0.14,0.12
gpsmid.csv,0.16,0.79,0.78,0.25,0.53,0.47
xamj.csv,0.66,0.63,0.83,0.49,0.22,0.91
