,gpsmid.csv,emftriple.csv,bzbyte.csv,fluent-nhibernate.csv,xamj.csv,columba.csv
bzbyte.csv,0.83,0.05,0.9,0.1,0.0,0.0
columba.csv,0.63,0.02,0.81,0.15,0.5,0.53
emftriple.csv,0.5,0.38,0.62,0.02,0.2,0.39
fluent-nhibernate.csv,0.75,0.0,0.81,0.34,0.51,0.53
gpsmid.csv,0.86,0.07,0.8,0.25,0.39,0.4
xamj.csv,0.65,0.06,0.79,0.07,0.57,0.29
