,sauerbraten.csv,rezilla.csv,badtrinity-zero.csv,kvs.csv,exordium.csv,webdriver.csv,hydrogen.csv,google-caja.csv,yafdotnet.csv,megameknet.csv,openmsx.csv,ns-3-dev-def-routing.csv,kmess.csv,open-ms.csv
badtrinity-zero.csv,0.66,0.33,0.63,0.2,0.28,0.55,0.22,0.83,0.71,0.52,0.5,0.44,0.65,0.23
exordium.csv,0.64,0.43,0.63,0.37,0.47,0.53,0.44,0.86,0.61,0.34,0.57,0.47,0.86,0.29
google-caja.csv,0.69,0.67,0.6,0.25,0.44,0.52,0.28,0.89,0.44,0.34,0.42,0.45,0.69,0.25
hydrogen.csv,0.62,0.0,0.49,0.21,0.0,0.49,0.39,0.74,0.42,0.22,0.41,0.39,0.63,0.2
kmess.csv,0.83,0.45,0.7,0.23,0.36,0.64,0.3,0.8,0.4,0.4,0.57,0.47,0.71,0.23
kvs.csv,0.0,0.0,0.57,0.5,0.0,0.27,0.0,0.77,0.36,0.27,0.25,0.22,0.53,0.13
megameknet.csv,0.72,0.6,0.55,0.23,0.36,0.51,0.32,0.74,0.55,0.42,0.38,0.41,0.69,0.24
ns-3-dev-def-routing.csv,0.66,0.28,0.5,0.14,0.48,0.4,0.15,0.68,0.43,0.26,0.41,0.53,0.7,0.3
open-ms.csv,0.89,0.6,0.7,0.32,0.33,0.65,0.53,0.89,0.58,0.4,0.36,0.44,0.74,0.31
openmsx.csv,0.74,0.46,0.57,0.2,0.25,0.53,0.14,0.67,0.42,0.21,0.55,0.41,0.66,0.19
rezilla.csv,0.62,0.6,0.5,0.21,0.25,0.55,0.27,0.91,0.52,0.31,0.43,0.37,0.64,0.21
sauerbraten.csv,0.8,0.33,0.49,0.21,0.26,0.48,0.14,0.78,0.42,0.23,0.41,0.38,0.62,0.21
webdriver.csv,0.76,0.33,0.69,0.19,0.45,0.75,0.23,0.94,0.59,0.39,0.57,0.45,0.74,0.33
yafdotnet.csv,0.69,0.75,0.64,0.26,0.39,0.58,0.37,0.83,0.65,0.33,0.48,0.47,0.72,0.25
