,baadengine.csv,werx.csv,plog4u.csv,jgameai.csv,zealos.csv,jaxen.csv,bnetd.csv,vars-redux.csv,wishmaster.csv,motu.csv,all-plasm.csv,impala.csv,xreal.csv,jparsec.csv
all-plasm.csv,0.56,0.63,0.81,0.86,0.93,0.94,0.68,0.45,0.51,0.74,0.67,0.96,0.72,0.75
baadengine.csv,0.51,0.46,0.38,0.45,0.54,0.4,0.41,0.35,0.39,0.4,0.31,0.33,0.36,0.38
bnetd.csv,0.54,0.37,0.5,0.54,0.75,0.44,0.44,0.4,0.68,0.68,0.31,0.41,0.41,0.53
impala.csv,0.99,0.66,0.5,0.52,0.64,0.42,0.48,0.84,0.52,0.59,0.35,0.85,0.55,0.76
jaxen.csv,0.43,0.41,0.5,0.55,0.62,0.92,0.57,0.45,0.45,0.44,0.31,0.38,0.48,0.54
jgameai.csv,0.0,0.83,0.83,0.78,0.5,0.67,0.95,0.75,0.91,0.75,0.67,0.86,0.98,0.96
jparsec.csv,0.48,0.53,0.46,0.5,0.54,0.39,0.43,0.4,0.42,0.36,0.32,0.34,0.39,0.5
motu.csv,0.45,0.35,0.46,0.59,0.75,0.41,0.47,0.37,0.39,0.52,0.29,0.34,0.39,0.41
vars-redux.csv,0.51,0.74,0.46,0.52,0.52,0.38,0.39,0.46,0.37,0.48,0.4,0.37,0.39,0.43
werx.csv,0.42,0.37,0.41,0.49,0.54,0.43,0.46,0.38,0.39,0.39,0.32,0.33,0.36,0.39
wishmaster.csv,0.91,0.93,0.93,0.75,0.0,0.9,0.86,0.44,0.63,0.8,0.82,0.7,0.62,0.92
xreal.csv,0.98,0.95,0.95,0.92,0.75,0.0,0.88,0.94,0.67,0.88,0.75,0.83,0.86,0.75
zealos.csv,0.99,0.65,0.94,0.95,0.58,0.88,0.86,0.52,0.67,0.83,0.69,0.8,0.59,0.7
