,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.57,0.24,0.23,0.99
miranda-icq.csv,0.63,0.19,0.96,0.47
red5.csv,1.0,0.25,0.26,0.43
thrust.csv,0.58,0.93,0.28,0.53
