,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.78,0.78,0.77,0.03
miranda-icq.csv,0.65,0.84,0.12,0.68
red5.csv,0.0,0.85,0.92,0.73
thrust.csv,0.79,0.18,0.68,0.64
