,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.39,0.26,0.32,0.98
miranda-icq.csv,0.59,0.25,0.92,0.45
red5.csv,1.0,0.21,0.41,0.51
thrust.csv,0.35,0.87,0.35,0.48
