,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.3,0.29,0.5,0.97
miranda-icq.csv,0.56,0.35,0.88,0.43
red5.csv,1.0,0.18,0.92,0.61
thrust.csv,0.26,0.82,0.46,0.43
