,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.74,0.9,0.45,0.67
miranda-icq.csv,0.39,0.68,0.85,0.61
red5.csv,0.44,0.92,0.38,0.46
thrust.csv,0.79,0.93,0.56,0.58
