,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.52,0.49,0.05,0.41,0.81,0.99,0.44,0.62
etics.csv,0.96,0.66,0.29,0.54,0.75,0.5,0.58,0.71
genecys.csv,0.36,0.8,0.29,0.56,1.0,0.54,0.52,0.79
kvs.csv,0.45,0.11,0.95,0.27,0.4,0.2,0.23,0.18
mcore3d.csv,0.33,1.0,0.29,0.44,0.89,0.5,0.42,0.73
miranda.csv,0.48,0.54,0.2,0.46,0.79,0.48,0.41,0.99
ogrehg.csv,0.41,0.53,0.23,0.97,0.77,0.43,0.47,0.64
passwordsafe.csv,0.34,0.66,0.29,0.54,0.73,0.41,0.98,0.66
