,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.62,0.38,0.05,0.5,0.71,0.97,0.47,0.57
etics.csv,1.0,0.57,0.5,0.61,0.65,0.48,0.67,0.73
genecys.csv,0.92,0.95,0.7,1.0,1.0,0.98,0.89,0.97
kvs.csv,0.38,0.06,0.9,0.19,0.26,0.14,0.14,0.1
mcore3d.csv,0.46,1.0,0.35,0.5,0.89,0.54,0.54,0.8
miranda.csv,0.62,0.41,0.25,0.47,0.71,0.54,0.42,0.99
ogrehg.csv,0.46,0.4,0.3,0.97,0.66,0.39,0.53,0.55
passwordsafe.csv,0.69,0.58,0.35,0.63,0.61,0.38,0.96,0.57
