,etics.csv,mcore3d.csv,kvs.csv,ogrehg.csv,genecys.csv,boost.csv,passwordsafe.csv,miranda.csv
boost.csv,0.45,0.72,0.99,0.76,0.44,0.03,0.65,0.7
etics.csv,0.02,0.55,0.73,0.57,0.66,0.59,0.49,0.67
genecys.csv,1.0,0.9,0.87,1.0,0.0,0.97,0.87,0.93
kvs.csv,0.62,0.95,0.1,0.82,0.77,0.87,0.86,0.9
mcore3d.csv,0.67,0.02,0.71,0.69,0.68,0.59,0.73,0.8
miranda.csv,0.48,0.64,0.82,0.64,0.73,0.63,0.67,0.01
ogrehg.csv,0.59,0.64,0.78,0.04,0.56,0.66,0.63,0.55
passwordsafe.csv,0.8,0.57,0.71,0.58,0.59,0.68,0.04,0.54
