,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,97.5,470.0,270.5,180.0,297.0
nabu-library.csv,97.5,370.5,3227.5,294.0,99.0
pcgen.csv,99.0,474.0,4294.5,295.0,297.0
selenium.csv,97.5,195.5,554.0,196.0,197.5
tolven.csv,96.5,195.5,1319.5,295.0,91.5
