,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.56,0.53,0.53,0.65,0.91
encog-java.csv,0.93,0.13,0.57,0.13,0.0
h2database.csv,0.17,0.97,0.11,0.23,0.06
jaql.csv,0.75,0.64,0.54,0.99,0.4
raven-monitoring.csv,0.33,0.35,0.95,0.39,0.4
