,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.42,0.4,0.5,0.44,0.67
encog-java.csv,0.98,0.92,0.57,0.95,0.0
h2database.csv,0.97,0.98,0.91,0.97,0.86
jaql.csv,0.4,0.46,0.49,0.56,0.55
raven-monitoring.csv,0.79,0.61,0.64,0.71,0.76
