,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv
bochs.csv,0.2,0.22,0.51,0.58,0.93
encog-java.csv,0.94,0.18,0.5,0.17,0.0
h2database.csv,0.15,0.98,0.13,0.28,0.08
jaql.csv,0.31,0.27,0.48,0.98,0.6
raven-monitoring.csv,0.14,0.14,0.97,0.37,0.37
