,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.34,0.22,0.0,0.0,0.02,0.57,0.0,0.02,0.0
avisynth2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.0
les-indemodables.csv,0.31,0.07,0.55,0.68,0.63,0.68,0.02,0.37,0.43
lportal.csv,0.65,0.67,0.47,0.06,0.0,0.0,0.52,0.43,0.18
mbse.csv,0.69,0.96,0.5,0.02,0.37,0.48,0.43,0.32,0.16
mplayer-ce.csv,0.96,0.89,0.87,0.96,0.92,0.91,0.86,0.86,0.01
simplewebservices.csv,0.66,0.63,0.75,0.72,0.63,0.38,0.69,0.01,0.82
vapor.csv,0.0,0.0,0.09,0.02,0.15,0.71,0.12,0.45,0.09
zscreen.csv,0.45,0.04,0.69,1.0,0.56,0.58,0.68,0.6,1.0
