,vapor.csv,zscreen.csv,autoopencas.csv,mbse.csv,avisynth2.csv,lportal.csv,les-indemodables.csv,simplewebservices.csv,mplayer-ce.csv
autoopencas.csv,0.65,0.77,0.07,1.0,1.0,0.76,1.0,0.96,1.0
avisynth2.csv,1.0,0.98,1.0,1.0,0.0,0.99,0.84,1.0,1.0
les-indemodables.csv,0.78,0.66,0.78,0.72,0.71,0.77,0.02,0.72,0.67
lportal.csv,0.81,0.9,0.54,0.97,1.0,0.18,0.77,0.84,0.86
mbse.csv,0.76,1.04,0.54,0.05,0.5,0.64,0.87,0.71,0.74
mplayer-ce.csv,0.96,0.92,0.87,0.97,0.92,0.92,0.86,0.9,0.02
simplewebservices.csv,0.77,0.77,0.75,0.75,0.92,0.57,0.71,0.03,0.84
vapor.csv,0.04,0.93,0.98,0.95,1.01,0.95,0.82,0.79,0.84
zscreen.csv,0.53,0.04,0.75,1.0,0.66,0.64,0.69,0.66,1.0
