,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv
bloodycore.csv,0.43,0.5,0.77,0.29,0.61,0.33,0.0
flylegacy.csv,0.47,0.78,0.87,0.21,0.61,0.35,0.18
jguard.csv,0.35,0.79,0.74,0.17,0.66,0.52,0.19
mob-sen-plat.csv,0.41,0.79,0.76,0.13,0.64,0.33,0.27
raygina.csv,0.57,0.0,0.73,0.16,0.68,0.35,0.22
upp-mirror.csv,0.33,0.6,0.76,0.24,0.78,0.38,0.25
wishmaster.csv,0.5,0.5,0.69,0.21,0.71,0.32,0.32
