,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,trinitycore.csv,zemljanka.csv
atlc.csv,0.18,0.32,0.86,0.05,0.58,0.27,0.39,0.1,0.24,0.95
pclasses.csv,0.5,0.38,0.0,0.15,0.5,0.0,0.27,1.0,0.29,1.0
pfaedit.csv,0.18,0.62,1.0,0.09,0.84,0.22,0.55,0.2,0.3,0.9
theresa.csv,0.1,0.45,0.67,0.21,0.76,0.0,0.65,0.13,0.37,0.98
thrust.csv,0.0,0.22,0.7,0.0,0.57,0.5,0.38,0.14,0.23,0.97
tktoolkit.csv,0.17,0.3,1.0,0.13,0.68,0.28,0.53,0.34,0.21,0.95
trinitycore.csv,0.42,0.42,0.6,0.12,0.67,0.38,0.49,0.11,0.31,1.0
tzod.csv,0.13,0.52,0.76,0.11,0.76,0.36,0.57,0.13,0.33,0.97
yaprm.csv,0.19,0.5,0.0,0.12,1.0,0.26,0.65,0.35,0.35,1.0
zemljanka.csv,0.18,0.43,0.59,0.09,0.62,0.27,0.52,0.11,0.26,1.0
