,recall,precision,pf,pci_20,ifa,wins
awemud.csv,0.56,0.395,0.345,0.42,1.5,2
clamav.csv,0.77,0.48,0.58,0.365,0.0,7
dvd-create.csv,0.77,0.455,0.595,0.4,2.0,3
gbif-indexingtoolkit.csv,0.44,0.43000000000000005,0.315,0.575,1.0,5
go.csv,0.73,0.53,0.395,0.44,1.0,8
kwave.csv,0.9550000000000001,0.41000000000000003,0.88,0.39,2.5,0
libarchive.csv,0.825,0.47,0.6599999999999999,0.335,0.5,4
liferea.csv,0.43,0.54,0.28,0.495,0.5,9
linux-ntfs.csv,0.575,0.5,0.38,0.38,0.5,6
mpgravity.csv,0.9199999999999999,0.44499999999999995,0.89,0.385,2.0,1
