,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.73,0.41,0.76,0.28,0.71,0.29,0.0,0.25,0.52,0.58
clamav.csv,0.73,0.47,0.73,0.32,0.8,0.19,0.38,0.74,0.58,0.64
dvd-create.csv,0.61,0.39,0.76,0.34,0.88,0.31,0.0,0.61,0.6,0.55
gbif-indexingtoolkit.csv,0.74,0.4,0.3,0.24,0.22,0.44,0.0,0.38,0.42,0.6
go.csv,0.78,0.41,0.81,0.42,0.63,0.28,0.0,0.46,0.61,0.67
kwave.csv,0.77,0.37,0.78,0.44,0.89,0.34,0.0,0.53,0.62,0.59
libarchive.csv,0.8,0.39,0.78,0.3,0.77,0.27,0.38,0.63,0.56,0.62
liferea.csv,0.59,0.55,0.56,0.28,0.66,0.21,0.34,0.34,0.47,0.58
linux-ntfs.csv,0.71,0.32,0.71,0.29,0.78,0.3,0.12,0.53,0.58,0.57
mpgravity.csv,0.86,0.38,0.75,0.31,0.83,0.32,0.55,0.51,0.63,0.58
