,awemud.csv,liferea.csv,go.csv,kwave.csv,dvd-create.csv,gbif-indexingtoolkit.csv,mpgravity.csv,clamav.csv,linux-ntfs.csv,libarchive.csv
awemud.csv,0.78,0.28,0.76,0.25,0.93,0.19,0.0,0.33,0.46,0.77
clamav.csv,0.76,0.32,0.72,0.22,0.86,0.12,0.25,0.7,0.45,0.51
dvd-create.csv,0.73,0.25,0.71,0.26,0.95,0.2,0.0,0.45,0.48,0.46
gbif-indexingtoolkit.csv,0.76,0.28,0.62,0.18,1.0,0.33,0.0,0.3,0.53,0.56
go.csv,0.74,0.26,0.86,0.31,0.88,0.17,0.0,0.53,0.53,0.58
kwave.csv,0.78,0.23,0.64,0.4,0.8,0.21,0.0,0.36,0.53,0.42
libarchive.csv,0.77,0.25,0.7,0.23,0.84,0.16,0.25,0.49,0.45,0.64
liferea.csv,0.85,0.41,0.78,0.25,0.79,0.14,0.29,0.56,0.59,0.52
linux-ntfs.csv,0.81,0.28,0.75,0.2,0.89,0.21,0.2,0.48,0.52,0.62
mpgravity.csv,0.75,0.23,0.79,0.2,0.8,0.19,0.47,0.36,0.47,0.42
