,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.0,7.0,6.0,2.0,11.0,58.0,0.0,1.0,0.0,0.0,1.0,23.0,168.0,2.0,0.0,4.0,131.0
arm-webradio.csv,57.0,8.0,132.0,0.0,3.0,0.0,79.0,71.0,1.0,0.0,82.0,636.0,10.0,106.0,6.0,130.0,1.0
codepurge.csv,57.0,369.0,132.0,129.0,163.0,0.0,79.0,71.0,91.0,77.0,82.0,636.0,0.0,106.0,4.0,130.0,131.0
fw4spl.csv,57.0,0.0,7.0,1.0,5.0,10.0,79.0,0.0,1.0,0.0,82.0,636.0,12.0,106.0,0.0,130.0,0.0
glas.csv,57.0,369.0,132.0,129.0,163.0,0.0,79.0,71.0,1.0,77.0,82.0,636.0,22.0,106.0,4.0,130.0,131.0
grisbi.csv,2.0,72.0,7.0,2.0,23.0,0.0,0.0,0.0,6.0,0.0,3.0,636.0,24.0,2.0,4.0,6.0,3.0
gwanted.csv,57.0,369.0,132.0,0.0,1.0,7.0,79.0,71.0,0.0,0.0,82.0,636.0,10.0,106.0,4.0,130.0,131.0
lcfizvtop.csv,57.0,369.0,132.0,129.0,163.0,0.0,79.0,71.0,91.0,77.0,82.0,636.0,168.0,106.0,0.0,130.0,131.0
ldview.csv,0.0,7.0,1.0,4.0,12.0,58.0,0.0,0.0,0.0,0.0,1.0,23.0,168.0,2.0,4.0,4.0,131.0
libmesh.csv,57.0,51.0,132.0,3.0,163.0,8.0,0.0,0.0,91.0,0.0,82.0,23.0,168.0,2.0,0.0,1.0,131.0
mediaportal.csv,0.0,72.0,7.0,2.0,23.0,0.0,0.0,0.0,6.0,0.0,3.0,636.0,24.0,2.0,4.0,4.0,3.0
olex2.csv,57.0,369.0,132.0,129.0,163.0,58.0,79.0,71.0,91.0,77.0,82.0,636.0,168.0,106.0,61.0,130.0,131.0
oppna-program-hsatools.csv,57.0,27.0,23.0,0.0,13.0,0.0,79.0,10.0,4.0,0.0,4.0,636.0,24.0,106.0,4.0,130.0,2.0
qlc.csv,1.0,0.0,0.0,3.0,15.0,58.0,0.0,4.0,1.0,0.0,0.0,23.0,168.0,1.0,2.0,2.0,131.0
somap.csv,0.0,72.0,7.0,2.0,22.0,20.0,0.0,0.0,1.0,0.0,3.0,23.0,20.0,2.0,0.0,4.0,3.0
wxcode.csv,0.0,369.0,132.0,129.0,2.0,0.0,0.0,71.0,0.0,77.0,0.0,636.0,168.0,106.0,61.0,0.0,11.0
xcf.csv,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,4.0,0.0,9.0,636.0,16.0,0.0,3.0,0.0,0.0
