,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.67,0.97,0.7,0.97,0.93,0.0,0.34,0.83,0.0,0.84,0.93,0.37,0.0,0.65,0.83,0.34,0.0
arm-webradio.csv,0.0,0.94,0.67,0.9,0.96,0.45,0.0,0.0,0.44,0.74,0.0,0.0,0.46,0.0,0.44,0.0,0.68
codepurge.csv,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.47,0.0,0.0
fw4spl.csv,0.0,0.88,0.92,0.46,0.94,0.45,0.0,0.67,0.41,0.92,0.0,0.0,0.42,0.0,0.38,0.0,0.6
glas.csv,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.0,0.54,0.0,0.0,0.0,0.42,0.0,0.39,0.0,0.0
grisbi.csv,0.45,0.39,0.41,0.39,0.4,0.39,0.32,0.49,0.47,0.33,0.4,0.0,0.4,0.43,0.39,0.45,0.56
gwanted.csv,0.0,0.0,0.0,0.67,0.92,0.39,0.0,0.0,0.41,0.9,0.0,0.0,0.5,0.0,0.39,0.0,0.0
lcfizvtop.csv,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43,0.0,0.0
ldview.csv,0.68,0.95,0.91,0.93,0.95,0.0,0.39,0.92,0.0,0.9,0.83,0.37,0.0,0.67,0.83,0.34,0.0
libmesh.csv,0.0,0.99,0.75,0.8,0.92,0.94,0.0,0.96,0.0,0.67,0.5,0.58,0.0,0.9,0.67,0.75,0.0
mediaportal.csv,0.47,0.39,0.41,0.39,0.4,0.39,0.35,0.49,0.47,0.33,0.4,0.0,0.4,0.43,0.39,0.34,0.56
olex2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oppna-program-hsatools.csv,0.0,0.96,0.42,0.41,0.43,0.38,0.0,0.82,0.45,0.35,0.8,0.0,0.4,0.0,0.39,0.0,0.56
qlc.csv,0.67,0.93,0.83,0.97,0.97,0.0,0.41,0.67,0.67,0.75,0.88,0.37,0.0,0.81,0.91,0.44,0.0
somap.csv,0.47,0.39,0.41,0.39,0.41,0.61,0.35,0.49,0.51,0.34,0.4,0.37,0.52,0.43,0.83,0.34,0.56
wxcode.csv,0.75,0.75,0.0,0.0,0.9,0.0,0.75,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.75,0.92
xcf.csv,0.6,0.61,0.39,0.51,0.49,0.42,0.3,0.41,0.44,0.38,0.5,0.0,0.49,0.48,0.52,0.63,0.88
