,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.67,0.28,0.23,0.83,0.07,0.0,0.84,0.33,1.0,0.84,0.2,0.19,0.0,0.72,0.33,0.46,0.0
arm-webradio.csv,0.0,0.29,0.0,0.8,0.33,0.24,0.0,0.0,0.45,1.0,0.0,0.0,0.17,0.0,0.54,0.0,0.84
codepurge.csv,0.0,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.53,0.0,0.0
fw4spl.csv,0.0,0.75,0.23,0.92,0.31,0.26,0.0,0.33,0.46,0.92,0.0,0.0,0.18,0.0,0.69,0.0,0.7
glas.csv,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.74,0.0,0.0,0.0,0.14,0.0,0.52,0.0,0.0
grisbi.csv,0.33,0.13,0.14,0.82,0.17,0.19,0.92,0.36,0.4,0.92,0.08,0.0,0.14,0.37,0.52,0.51,0.27
gwanted.csv,0.0,0.0,0.0,1.0,0.54,0.27,0.0,0.0,0.5,0.9,0.0,0.0,0.22,0.0,0.52,0.0,0.0
lcfizvtop.csv,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0
ldview.csv,0.74,0.25,0.45,0.64,0.15,0.0,0.8,0.58,1.0,0.86,0.5,0.19,0.0,0.62,0.17,0.46,0.0
libmesh.csv,0.0,0.04,0.0,0.4,0.0,0.11,1.0,0.61,0.0,1.0,0.0,0.19,0.0,0.42,0.67,0.5,0.0
mediaportal.csv,0.36,0.13,0.14,0.82,0.17,0.19,0.82,0.36,0.4,0.92,0.08,0.0,0.14,0.38,0.52,0.46,0.27
olex2.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
oppna-program-hsatools.csv,0.0,0.08,0.13,0.97,0.21,0.19,0.0,0.18,0.42,0.92,0.2,0.0,0.14,0.0,0.52,0.0,0.25
qlc.csv,0.67,0.2,0.83,0.75,0.17,0.0,0.82,0.17,0.67,0.89,0.5,0.19,0.0,0.5,0.36,0.54,0.0
somap.csv,0.36,0.13,0.14,0.83,0.15,0.14,0.82,0.36,0.56,0.97,0.08,0.19,0.15,0.38,0.5,0.46,0.27
wxcode.csv,1.0,0.0,0.0,0.0,0.4,1.0,1.0,0.0,1.0,0.0,0.75,0.0,0.0,0.0,0.0,0.75,0.08
xcf.csv,0.7,0.27,0.24,0.88,0.22,0.29,0.94,0.26,0.5,0.94,0.25,0.0,0.2,0.68,0.9,0.73,0.62
