,xstore.csv,pcsx2.csv,dataobjectsdotnet.csv,img-browse-sort.csv
dataobjectsdotnet.csv,0.66,0.21,0.58,0.31
img-browse-sort.csv,0.67,0.59,0.41,0.58
pcsx2.csv,0.6,0.78,0.45,0.39
xstore.csv,0.71,0.72,0.47,0.43
