,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.41,0.46,0.64,0.72,0.42,0.48,0.38,0.41,0.5,0.34,0.96,0.33
archive-crawler.csv,0.47,0.52,0.38,0.47,0.58,0.47,0.38,0.42,0.31,1.0,0.28,0.61
blue-c.csv,0.58,0.58,0.74,0.29,0.69,0.98,0.52,0.66,0.56,0.51,0.75,0.59
dynalloy.csv,0.32,0.98,0.35,0.14,0.67,0.12,0.26,0.41,0.54,0.55,0.45,0.05
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.01,0.02,0.01,0.05,0.06,0.0
kmatplot.csv,0.98,0.31,0.26,0.22,0.3,0.12,0.32,0.09,0.25,0.2,0.22,0.54
mscore.csv,0.64,0.49,0.68,0.55,0.77,0.63,0.97,0.64,0.48,0.69,0.6,0.65
nosleepsoftware.csv,0.12,0.0,0.0,0.95,0.24,0.12,0.22,0.06,0.04,0.16,0.06,0.47
openmalaria.csv,0.7,0.51,0.6,0.67,0.65,0.6,0.65,0.98,0.52,0.48,0.46,0.62
popeye-chess.csv,0.66,0.5,0.51,0.6,0.97,0.65,0.63,0.64,0.6,0.63,0.49,0.64
riff-evolve.csv,0.32,0.47,0.48,0.35,0.39,0.71,0.41,0.33,0.99,0.47,0.47,0.2
virtuoso.csv,0.73,0.33,0.43,0.0,0.27,0.0,0.66,0.56,0.45,0.66,0.68,0.92
