,kmatplot.csv,dynalloy.csv,jcae.csv,nosleepsoftware.csv,popeye-chess.csv,blue-c.csv,mscore.csv,openmalaria.csv,riff-evolve.csv,archive-crawler.csv,all-plasm.csv,virtuoso.csv
all-plasm.csv,0.17,0.37,0.12,0.36,0.44,0.5,0.59,0.44,0.47,0.17,1.0,0.36
archive-crawler.csv,0.19,0.53,0.21,0.32,0.76,0.68,0.69,0.59,0.58,1.0,0.36,0.34
blue-c.csv,0.2,0.45,0.19,0.21,0.53,0.94,0.75,0.6,0.57,0.29,0.57,0.27
dynalloy.csv,0.27,1.0,0.06,0.08,0.57,0.21,0.66,0.79,0.62,0.31,0.41,0.22
jcae.csv,0.0,0.0,1.0,0.0,0.0,0.0,0.5,1.0,0.33,0.5,1.0,0.0
kmatplot.csv,1.0,0.41,0.12,0.3,0.9,0.5,0.8,0.43,0.56,0.27,0.44,0.44
mscore.csv,0.24,0.35,0.14,0.29,0.67,0.78,0.99,0.65,0.54,0.37,0.45,0.28
nosleepsoftware.csv,0.3,0.0,0.0,0.94,1.0,0.38,0.57,0.4,0.6,0.5,0.33,0.35
openmalaria.csv,0.25,0.34,0.13,0.37,0.91,0.74,0.68,1.0,0.51,0.28,0.36,0.26
popeye-chess.csv,0.23,0.42,0.11,0.31,0.97,0.73,0.75,0.68,0.55,0.34,0.4,0.28
riff-evolve.csv,0.21,0.41,0.14,0.24,0.75,0.71,0.59,0.46,0.99,0.43,0.56,0.22
virtuoso.csv,0.26,0.32,0.12,0.25,1.0,0.55,0.66,0.47,0.48,0.37,0.5,1.0
