,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.33,0.39,0.45,0.69,0.42,0.19,0.52,0.53,0.41,0.11,0.36,0.28,0.62,0.97
bibedt.csv,0.39,0.42,0.41,0.44,0.21,0.26,0.47,0.95,0.41,0.1,0.0,0.17,0.43,0.47
brlcad.csv,0.97,0.21,0.52,0.73,0.29,0.14,0.4,0.32,0.5,0.34,0.57,0.17,0.76,0.16
co-ode-owl-plugins.csv,0.06,0.44,0.39,0.75,0.94,0.17,0.12,0.0,0.47,0.43,0.54,0.29,0.49,0.67
firebreath.csv,0.42,0.26,0.99,0.43,0.34,0.17,0.74,0.34,0.42,0.35,0.25,0.17,0.65,0.31
fltk.csv,0.3,0.34,0.51,0.99,0.06,0.18,0.61,0.5,0.5,0.55,0.17,0.24,0.37,0.24
glas.csv,0.4,0.09,0.37,0.3,0.06,0.11,0.47,0.14,0.29,0.0,0.99,0.12,0.52,0.2
gretl.csv,0.41,0.25,0.55,0.64,0.3,0.19,0.99,0.34,0.56,0.31,0.56,0.15,0.71,0.51
konversation.csv,0.04,0.96,0.09,0.3,0.0,0.29,0.04,0.0,0.12,0.0,0.0,0.27,0.17,0.43
micomt.csv,0.1,0.45,0.39,0.49,0.21,0.11,0.17,0.15,0.12,0.87,0.05,0.18,0.35,0.0
openxava.csv,0.35,0.32,0.35,0.5,0.21,1.0,0.21,0.3,0.22,0.1,0.59,0.19,0.47,0.44
sumatrapdf.csv,0.39,0.36,0.4,0.72,0.2,0.18,0.77,0.31,1.0,0.22,0.41,0.24,0.7,0.44
tweetsharp.csv,0.34,0.31,0.49,0.63,0.47,0.32,0.54,0.35,0.33,0.22,0.53,0.1,1.0,0.47
wxcode.csv,0.1,0.57,0.03,0.13,0.0,0.0,0.15,0.0,0.12,0.0,0.0,1.0,0.0,0.0
