,brlcad.csv,konversation.csv,firebreath.csv,fltk.csv,co-ode-owl-plugins.csv,openxava.csv,gretl.csv,bibedt.csv,sumatrapdf.csv,micomt.csv,glas.csv,wxcode.csv,tweetsharp.csv,arm-webradio.csv
arm-webradio.csv,0.69,0.46,0.64,0.5,0.53,0.99,0.67,0.51,0.67,0.93,0.74,0.42,0.6,0.03
bibedt.csv,0.66,0.39,0.71,0.71,0.84,0.61,0.7,0.1,0.71,0.93,1.0,0.86,0.73,0.53
brlcad.csv,0.06,0.84,0.96,0.97,0.86,0.98,0.76,0.91,0.99,0.85,1.0,0.91,0.71,0.97
co-ode-owl-plugins.csv,0.97,0.44,0.71,0.76,0.11,0.98,0.94,1.0,0.61,0.46,0.62,0.4,0.7,0.3
firebreath.csv,0.85,0.59,0.02,0.82,0.56,0.85,0.56,0.61,0.67,0.57,0.84,0.63,0.6,0.83
fltk.csv,0.77,0.47,0.58,0.02,0.96,0.73,0.58,0.51,0.62,0.41,0.9,0.6,0.77,0.82
glas.csv,0.61,0.9,0.72,0.83,1.01,0.86,0.71,0.9,0.85,1.12,0.02,0.78,0.67,0.85
gretl.csv,0.83,0.72,0.94,0.62,0.76,0.95,0.1,0.66,0.65,0.97,0.75,0.7,0.8,0.49
konversation.csv,0.98,0.08,0.95,0.82,1.0,0.81,0.98,1.0,0.94,1.0,1.0,0.72,0.9,0.71
micomt.csv,0.94,0.44,0.73,0.66,0.76,0.87,0.91,0.9,0.94,0.23,0.97,0.86,0.79,1.0
openxava.csv,0.67,0.47,0.75,0.74,0.81,0.0,0.89,0.67,0.86,0.95,0.49,0.64,0.91,0.62
sumatrapdf.csv,0.87,0.43,0.72,0.69,0.78,1.0,0.75,0.65,0.0,0.76,0.78,0.59,0.55,0.93
tweetsharp.csv,0.73,0.5,0.74,0.63,0.38,0.69,0.88,0.59,0.82,0.81,0.88,0.86,0.0,0.53
wxcode.csv,0.94,0.5,0.98,0.93,1.0,1.0,0.92,1.0,0.94,1.0,1.0,0.0,1.0,1.0
