,jmoney.csv,dxengine.csv,jsidplay2.csv,springside.csv,swtfox.csv,tmva.csv,freedom-erp.csv,reaper3d.csv,servicestack.csv,wsmt.csv,synecdoche.csv,javaprofiler.csv
dxengine.csv,0.4,0.93,0.27,0.06,0.22,0.17,0.2,0.5,0.0,0.23,0.28,0.15
freedom-erp.csv,0.25,0.0,0.25,0.0,0.0,0.0,0.98,0.0,0.06,0.0,0.0,0.0
javaprofiler.csv,0.8,0.78,0.53,0.61,0.7,0.75,0.73,0.62,0.71,0.66,0.45,0.97
jmoney.csv,0.95,0.15,0.32,0.16,0.1,0.06,0.56,0.12,0.24,0.26,0.17,0.05
jsidplay2.csv,0.9,0.26,1.0,0.55,0.55,0.33,0.82,1.0,0.76,0.66,0.41,0.47
reaper3d.csv,0.15,0.0,0.34,0.67,0.22,0.0,0.0,0.88,0.0,0.63,0.0,0.63
servicestack.csv,0.65,0.44,0.64,0.45,0.8,0.61,0.44,0.5,0.94,0.46,0.31,0.52
springside.csv,0.6,0.48,0.66,1.0,0.5,0.29,0.92,0.62,0.29,0.31,0.24,0.24
swtfox.csv,0.05,0.19,0.22,0.43,0.98,0.48,0.06,0.12,0.18,0.14,0.45,0.57
synecdoche.csv,0.15,0.3,0.44,0.2,0.3,0.34,0.59,0.12,0.41,0.23,0.97,0.47
tmva.csv,0.8,0.52,0.54,0.59,0.5,0.98,0.63,0.75,0.53,0.34,0.38,0.45
wsmt.csv,0.05,0.26,0.14,0.16,0.22,0.11,0.0,0.0,0.29,0.97,0.17,0.37
