,ifmo-game-1.csv,voms.csv,fm-classic.csv,foursquared.csv,micomt.csv,xpontus.csv
fm-classic.csv,0.17,0.27,0.5,0.28,0.25,0.0
foursquared.csv,0.33,0.15,0.0,0.79,0.0,0.0
ifmo-game-1.csv,0.39,0.0,0.1,0.24,0.0,0.0
micomt.csv,0.16,0.17,0.06,0.55,0.6,0.02
voms.csv,0.2,0.62,0.09,0.67,0.57,0.02
