,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.3,1.0,0.49,0.13,0.33,0.29
aztec.csv,0.4,0.21,0.17,0.05,0.18,0.81
mplayer-ce.csv,0.82,0.23,0.49,0.5,0.59,0.33
qmmp.csv,0.88,0.55,0.64,0.21,0.69,0.92
synergyspace.csv,0.08,0.1,0.28,0.11,0.15,0.4
xtreemfs.csv,1.0,0.64,0.43,0.29,0.3,1.0
