,arcallians.csv,aztec.csv,synergyspace.csv,qmmp.csv,xtreemfs.csv,mplayer-ce.csv
arcallians.csv,0.72,0.0,0.59,0.31,0.81,0.46
aztec.csv,0.7,0.79,0.14,0.12,0.76,0.49
mplayer-ce.csv,0.49,0.33,0.67,0.63,0.73,0.58
qmmp.csv,0.38,0.58,0.56,0.69,0.64,0.3
synergyspace.csv,0.21,0.1,0.64,0.2,0.17,0.48
xtreemfs.csv,0.0,0.68,0.63,0.51,0.84,0.0
