,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.38,0.44,0.52,0.56,0.45,0.54,0.86,0.05,0.48,0.12,0.49,0.13,0.0,0.48,0.59
cme.csv,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.13,0.0,0.11,1.0
hydrate.csv,0.13,0.21,0.6,0.0,0.64,0.0,0.18,0.63,0.09,0.21,0.39,0.34,0.45,0.65,0.87
ivef-sdk.csv,0.61,0.38,0.58,0.79,0.46,1.0,0.26,0.06,0.53,0.53,0.51,0.13,0.36,0.0,0.67
jmri.csv,0.47,0.33,0.62,0.2,0.17,0.62,0.5,0.71,0.61,0.48,0.43,0.2,0.24,0.28,0.3
jython.csv,0.45,0.28,0.2,0.58,0.09,0.55,0.24,0.86,0.5,0.16,0.49,0.24,0.42,0.45,0.23
kdenlive.csv,0.76,0.65,0.54,0.51,0.67,0.35,0.3,0.05,0.75,0.58,0.57,0.55,0.4,0.69,0.73
ninject.csv,0.2,0.32,0.46,0.43,0.25,0.38,0.49,0.11,0.12,0.0,0.18,0.52,0.96,0.6,0.23
ondex.csv,0.5,0.33,0.62,0.45,0.13,0.11,0.21,0.45,0.35,0.27,0.49,0.07,0.64,0.42,0.45
opentibia.csv,0.38,0.79,0.44,0.41,0.5,0.05,0.52,0.54,0.04,0.0,0.31,0.2,0.45,0.61,0.0
projectfactory.csv,0.42,0.39,0.47,0.09,0.61,0.07,0.48,0.0,0.58,0.59,0.46,0.49,0.63,0.68,0.71
taverna.csv,0.27,0.27,0.11,0.2,0.68,0.12,0.68,0.27,0.24,0.42,0.31,0.48,0.0,0.11,0.0
tigermud.csv,0.37,0.43,0.48,0.43,0.5,0.39,0.07,0.37,0.12,0.16,0.34,0.67,0.91,0.51,0.0
unbvision.csv,0.61,0.42,0.56,0.23,0.36,0.14,0.37,0.79,0.75,0.55,0.64,0.24,0.74,0.5,0.17
x-ray-mule.csv,0.17,0.1,0.06,0.82,0.49,0.0,0.0,0.06,0.42,0.55,0.4,0.3,0.24,0.07,0.0
