,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,projectfactory.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv,cme.csv
algebsql.csv,0.81,0.78,0.57,0.95,0.48,0.54,0.74,0.26,0.78,0.8,0.38,0.8,0.92,0.5,0.62
cme.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.88,0.67,0.83,0.83
hydrate.csv,0.88,0.94,0.36,0.0,0.43,0.75,0.53,0.96,0.75,0.62,0.45,0.67,0.5,0.4,0.37
ivef-sdk.csv,0.47,0.52,0.65,0.69,0.61,0.61,0.69,0.0,0.47,0.47,0.51,0.8,0.51,0.0,0.54
jmri.csv,0.49,0.54,0.55,0.47,0.53,0.79,0.54,0.97,0.69,0.62,0.78,0.75,0.83,0.69,0.38
jython.csv,0.75,0.96,0.98,0.88,0.93,0.53,0.44,0.97,0.93,0.83,0.79,0.78,0.72,0.5,0.75
kdenlive.csv,0.38,0.39,0.41,0.47,0.36,0.49,0.5,0.26,0.44,0.38,0.32,0.39,0.5,0.34,0.33
ninject.csv,0.85,0.97,0.63,0.68,0.63,0.54,0.74,0.35,0.83,0.75,0.72,0.69,0.6,0.42,0.6
ondex.csv,0.53,0.54,0.49,0.46,0.65,0.77,0.55,0.3,0.94,0.81,0.75,0.75,0.92,0.57,0.4
opentibia.csv,0.64,0.46,0.7,0.71,0.5,0.75,0.46,0.95,0.5,0.0,0.94,0.48,0.88,0.38,0.71
projectfactory.csv,0.53,0.55,0.6,0.8,0.51,0.83,0.59,0.26,0.44,0.57,0.74,0.47,0.71,0.42,0.47
taverna.csv,0.72,0.67,0.97,0.42,0.68,0.73,0.73,0.24,0.75,0.61,0.9,0.61,0.75,0.8,0.77
tigermud.csv,0.81,0.81,0.48,0.95,0.58,0.96,0.88,0.31,0.93,0.93,0.62,0.59,0.52,0.41,0.77
unbvision.csv,0.43,0.42,0.43,0.43,0.47,0.43,0.5,0.97,0.48,0.45,0.34,0.6,0.57,0.5,0.38
x-ray-mule.csv,0.95,0.86,0.97,0.69,0.71,0.0,0.86,0.5,0.6,0.57,0.84,0.9,0.89,0.67,0.5
