,red5.csv,thrust.csv,miranda-icq.csv,dataobjectsdotnet.csv
dataobjectsdotnet.csv,0.55,0.89,0.65,0.34
miranda-icq.csv,0.31,0.51,0.32,0.46
red5.csv,0.41,0.3,0.91,0.84
thrust.csv,0.55,0.15,0.21,0.5
