,recall,precision,pf,wins
abbot.csv,0.82,0.42,0.7,183
acdk.csv,0.45,0.52,0.25,595
acegisecurity.csv,0.64,0.44,0.48,369
adaptagrams.csv,0.39,0.5,0.21,588
adobe-source.csv,0.48,0.46,0.36,441
adonthell.csv,0.52,0.39,0.47,248
agilitybook.csv,0.44,0.4,0.4,288
alembik.csv,0.27,0.56,0.13,609
algebsql.csv,0.39,0.34,0.51,89
all-plasm.csv,0.33,0.42,0.29,397
alleg.csv,0.5,0.4,0.42,299
alpine.csv,0.73,0.41,0.61,222
alsa.csv,0.67,0.45,0.5,376
amanda.csv,0.54,0.45,0.42,394
amateur-scrolls.csv,0.2,0.34,0.15,409
ambulant.csv,0.65,0.4,0.63,146
amygdala.csv,0.4,0.41,0.37,311
anaxagora.csv,0.63,0.43,0.48,353
apertium.csv,0.33,0.39,0.27,391
apolloplayer.csv,0.58,0.42,0.43,378
arcallians.csv,0.67,0.44,0.52,328
archive-crawler.csv,0.43,0.42,0.36,368
ardour.csv,0.5,0.51,0.3,570
arianne.csv,0.95,0.39,0.94,21
arm-webradio.csv,0.4,0.41,0.37,311
array4j.csv,0.59,0.36,0.62,91
arsenal-1.csv,0.25,0.48,0.18,540
atlc.csv,0.7,0.39,0.68,108
atomsite.csv,0.71,0.42,0.63,198
atunes.csv,0.61,0.43,0.48,335
auber.csv,0.81,0.41,0.72,139
aubit4gl.csv,0.14,0.4,0.13,454
aufs.csv,0.27,0.33,0.25,298
autat.csv,0.28,0.48,0.18,551
autofac.csv,0.58,0.45,0.44,394
autowikibrowser.csv,0.67,0.46,0.47,421
avifile.csv,0.44,0.36,0.5,141
avisynth2.csv,0.03,0.29,0.02,417
awemud.csv,0.57,0.46,0.39,458
aztec.csv,0.37,0.5,0.21,580
azureus.csv,0.86,0.4,0.8,86
baadengine.csv,0.89,0.42,0.77,137
bacnet.csv,0.45,0.45,0.33,448
bacula.csv,0.74,0.42,0.6,251
badtrinitycore.csv,0.34,0.44,0.25,472
barracudamvc.csv,0.93,0.36,0.97,0
bdbbasic.csv,0.45,0.41,0.35,384
beast-mcmc.csv,0.74,0.45,0.57,315
benojt.csv,1.0,0.38,1.0,3
bibedt.csv,0.54,0.45,0.39,429
bibletime.csv,0.7,0.43,0.54,304
bigdata.csv,0.44,0.41,0.38,333
biodwh.csv,0.31,0.52,0.16,599
bionote.csv,0.35,0.5,0.19,588
biopax.csv,1.0,0.39,1.0,9
bl-toolkit.csv,0.69,0.38,0.71,79
blogentis.csv,0.52,0.37,0.66,53
bloodycore.csv,0.21,0.4,0.18,438
blue-c.csv,0.77,0.43,0.64,228
bnetd.csv,0.77,0.4,0.7,130
boost-sandbox.csv,0.56,0.38,0.55,168
boost.csv,0.61,0.46,0.43,435
botsnscouts.csv,0.63,0.48,0.42,485
brlcad.csv,0.28,0.47,0.18,546
bscwweasel.csv,0.27,0.47,0.17,549
buddata-ebxml-registry.csv,0.97,0.38,0.94,24
bulmages.csv,0.18,0.33,0.12,422
bwapi.csv,0.96,0.38,0.96,12
bzbyte.csv,0.26,0.12,0.22,141
calcubetimer.csv,0.73,0.4,0.65,169
capcode.csv,0.57,0.39,0.57,161
carabiner.csv,0.69,0.44,0.52,348
cascading.csv,0.69,0.43,0.53,313
chaosrts.csv,0.53,0.42,0.43,340
chaperon.csv,0.41,0.36,0.44,192
checker-framework.csv,0.86,0.4,0.82,72
chipster.csv,0.14,0.38,0.12,447
chrysalis.csv,0.48,0.49,0.29,550
clamav.csv,0.74,0.42,0.6,251
cme.csv,0.0,0.0,0.0,140
codeblocks.csv,0.64,0.47,0.42,482
codepurge.csv,0.52,0.44,0.41,381
codesmith.csv,0.64,0.38,0.65,103
columba.csv,0.64,0.46,0.45,427
continuum-ide.csv,0.18,0.42,0.16,465
coot.csv,0.5,0.35,0.48,186
cortex-vfx.csv,0.39,0.52,0.23,586
crisscross.csv,0.94,0.38,0.9,33
critterding.csv,0.88,0.39,0.85,54
crux-framework.csv,0.27,0.42,0.22,442
ctrlr.csv,0.23,0.29,0.33,151
cubefs.csv,0.54,0.39,0.5,219
cuberok.csv,0.56,0.43,0.46,322
customsagetv.csv,0.14,0.5,0.09,585
customwars.csv,0.52,0.49,0.33,535
dataobjectsdotnet.csv,0.64,0.4,0.54,244
decidr.csv,0.88,0.39,0.82,73
doomlegacy.csv,0.73,0.45,0.6,277
dspace-gsoc.csv,0.7,0.45,0.55,315
dsworkbench.csv,0.08,0.33,0.07,423
dvd-create.csv,0.73,0.43,0.6,256
dvt.csv,0.32,0.44,0.25,457
dxengine.csv,0.34,0.38,0.3,344
dynalloy.csv,0.64,0.39,0.6,166
e-bio-flow.csv,0.32,0.47,0.19,555
echongl.csv,0.5,0.42,0.42,326
elateportal.csv,0.58,0.4,0.5,259
electric-core.csv,0.76,0.43,0.6,272
elmo.csv,0.28,0.44,0.24,445
elvishrayrenderer.csv,0.33,0.38,0.33,286
emftriple.csv,0.15,0.26,0.23,192
emite.csv,0.27,0.45,0.2,503
emono.csv,0.68,0.4,0.67,119
empserver.csv,0.77,0.4,0.69,143
empyrean.csv,0.0,0.0,0.0,140
emulemorph.csv,0.02,0.2,0.01,322
encog-java.csv,0.08,0.4,0.05,526
enlightenment.csv,1.0,0.39,1.0,9
enzo.csv,0.94,0.39,0.92,30
esmf.csv,0.67,0.43,0.56,268
etherboot.csv,0.51,0.18,0.31,228
etics.csv,0.4,0.53,0.21,600
exist.csv,0.94,0.4,0.9,49
exl.csv,0.5,0.4,0.44,280
extprosys.csv,0.78,0.38,0.75,84
factor.csv,0.14,0.43,0.09,536
fbmanager.csv,0.02,0.07,0.0,212
fceugc.csv,0.4,0.38,0.39,264
ffigo.csv,0.2,0.38,0.17,424
fido.csv,0.0,0.0,0.0,140
findbugs.csv,0.61,0.43,0.46,365
firebird.csv,0.82,0.44,0.68,220
fityk.csv,0.65,0.45,0.48,388
fleet-simulator.csv,0.87,0.41,0.78,110
flexpay.csv,0.42,0.38,0.41,249
fluent-nhibernate.csv,0.32,0.5,0.19,579
fluidium.csv,0.01,0.11,0.02,217
flylegacy.csv,0.57,0.43,0.42,393
flylinkdc.csv,0.82,0.4,0.73,126
fm-classic.csv,0.1,0.46,0.07,557
fmri-dmt.csv,0.59,0.35,0.7,38
forester-atv.csv,0.17,0.4,0.13,477
foursquared.csv,0.14,0.4,0.09,513
free-evolution.csv,0.53,0.43,0.42,366
freebios.csv,0.45,0.35,0.51,121
freedom-erp.csv,0.12,0.34,0.09,434
freenet.csv,0.87,0.38,0.86,40
freewrl.csv,0.75,0.42,0.64,210
fritzing.csv,0.55,0.47,0.35,514
frogatto.csv,0.83,0.41,0.7,178
ftm.csv,0.25,0.61,0.1,616
fulguro.csv,0.55,0.34,0.57,106
fw4spl.csv,0.46,0.45,0.35,429
gabel.csv,0.35,0.54,0.18,606
galaxium.csv,0.6,0.49,0.39,515
gamestone.csv,0.19,0.36,0.19,371
gdis.csv,0.61,0.42,0.51,281
gebr.csv,0.96,0.39,0.91,43
genecys.csv,0.6,0.38,0.62,112
genoviz.csv,0.1,0.62,0.03,617
geochat.csv,0.41,0.38,0.41,241
geogebra.csv,0.49,0.5,0.29,567
geotools.csv,0.78,0.41,0.68,173
gephex.csv,0.84,0.38,0.83,52
gisgraphy.csv,0.29,0.44,0.2,505
glas.csv,0.64,0.45,0.45,418
glelite.csv,0.92,0.4,0.89,49
gmerlin.csv,0.87,0.33,0.76,78
gnome-jabber.csv,0.63,0.41,0.55,234
gnukeda.csv,0.56,0.39,0.55,177
gnupdate.csv,0.5,0.42,0.42,326
go.csv,0.73,0.44,0.55,328
gogoego.csv,0.7,0.42,0.54,294
google-caja.csv,0.8,0.44,0.6,300
google-collections.csv,1.0,0.38,1.0,3
google-gears.csv,0.73,0.42,0.63,209
google-web-toolkit.csv,0.56,0.47,0.38,482
gpac.csv,0.64,0.38,0.64,112
gpsmid.csv,0.73,0.38,0.73,79
grafx2.csv,0.52,0.45,0.38,429
graphmak.csv,0.51,0.4,0.46,266
gretl.csv,0.68,0.45,0.53,338
grisbi.csv,0.92,0.39,0.87,54
growl-for-windows.csv,0.3,0.28,0.13,437
gss.csv,0.79,0.42,0.62,259
gstreamer.csv,0.75,0.4,0.69,130
gtad.csv,0.31,0.56,0.13,613
guineu.csv,0.35,0.34,0.45,123
