,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.22,0.47,0.77,0.11,0.46
nabu-library.csv,0.17,0.13,0.91,0.22,0.87
pcgen.csv,0.97,0.65,1.0,0.95,0.98
selenium.csv,0.73,0.58,0.75,0.7,0.45
tolven.csv,0.45,0.69,0.07,0.7,0.08
