,selenium.csv,pcgen.csv,autoopencas.csv,tolven.csv,nabu-library.csv
autoopencas.csv,0.84,0.84,0.29,0.96,0.91
nabu-library.csv,0.85,0.94,0.74,0.8,0.31
pcgen.csv,0.91,0.4,1.0,0.92,0.99
selenium.csv,0.44,0.5,0.65,0.53,0.98
tolven.csv,0.6,0.43,0.97,0.36,0.92
