,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.28,0.15,0.37,0.61,0.17,0.1,0.07,0.05,0.12,0.16
flylegacy.csv,0.84,0.61,0.71,0.59,0.53,0.87,0.79,0.72,0.92,0.36
jguard.csv,0.8,0.52,0.62,0.74,0.67,0.67,0.93,0.74,1.0,0.32
m-a-d-n-e-s-s.csv,0.2,0.03,0.24,0.23,0.03,0.03,0.0,0.13,0.76,0.12
mob-sen-plat.csv,0.92,0.82,0.89,0.73,0.84,0.9,0.57,0.92,0.88,0.6
raygina.csv,0.76,0.0,0.63,0.63,0.2,0.3,0.29,0.28,0.28,0.44
st-filteredstatistics.csv,1.0,0.42,0.87,0.79,0.73,0.5,1.0,0.77,0.92,0.92
upp-mirror.csv,0.36,0.06,0.71,0.33,0.64,0.17,0.21,0.44,0.56,0.36
wishmaster.csv,0.2,0.18,0.51,0.29,0.5,0.37,0.86,0.1,0.52,0.48
yarp.csv,0.4,0.0,0.52,0.27,0.05,0.53,0.36,0.28,0.44,0.6
