,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.47,0.5,0.74,0.29,0.61,0.43,0.07,0.4,0.5,0.57
flylegacy.csv,0.4,0.69,0.85,0.18,0.61,0.35,0.19,0.76,0.32,0.43
jguard.csv,0.4,0.68,0.74,0.16,0.6,0.51,0.19,0.83,0.31,0.38
m-a-d-n-e-s-s.csv,0.56,1.0,0.88,0.32,0.4,0.25,0.0,1.0,0.63,0.5
mob-sen-plat.csv,0.39,0.93,0.75,0.15,0.64,0.38,0.2,0.84,0.37,0.45
raygina.csv,0.59,0.0,0.74,0.15,0.59,0.32,0.24,0.92,0.37,0.46
st-filteredstatistics.csv,0.39,0.88,0.74,0.16,0.64,0.38,0.19,0.94,0.36,0.43
upp-mirror.csv,0.36,1.0,0.79,0.21,0.71,0.36,0.15,0.77,0.45,0.45
wishmaster.csv,0.42,0.75,0.71,0.2,0.67,0.26,0.4,0.67,0.54,0.46
yarp.csv,0.59,0.0,0.75,0.14,0.6,0.28,0.19,0.79,0.33,0.52
