,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.52,0.14,0.73,0.55,1.0,0.38,0.32,0.73
cities3d.csv,0.59,0.96,0.75,0.18,0.84,0.3,0.9,0.82
img-browse-sort.csv,0.57,0.16,0.61,0.57,0.3,1.0,0.63,0.62
levent.csv,0.42,0.2,0.99,0.62,0.65,0.4,0.47,0.73
pnotepad.csv,0.64,0.17,0.79,0.67,0.76,0.41,0.92,0.99
selenium.csv,0.97,0.22,0.14,0.47,0.33,0.46,0.47,0.57
somap.csv,0.66,0.16,0.81,0.61,0.87,0.41,1.0,0.84
xemeiah.csv,0.59,0.31,0.51,0.98,0.49,0.44,0.41,0.57
