,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.58,0.41,0.42,0.42,0.55,0.46,0.81,0.49
cities3d.csv,0.51,0.97,0.51,0.89,0.48,0.44,0.38,0.43
img-browse-sort.csv,0.53,0.45,0.62,0.64,0.96,0.77,0.51,0.57
levent.csv,0.63,0.48,0.5,0.49,0.58,0.32,0.58,0.47
pnotepad.csv,0.37,0.31,0.44,0.41,0.51,0.29,0.32,0.4
selenium.csv,0.51,0.56,0.88,0.6,0.68,0.62,0.52,0.42
somap.csv,0.41,0.35,0.46,0.44,0.46,0.3,0.35,0.44
xemeiah.csv,0.5,0.58,0.62,0.58,0.63,0.42,0.57,0.59
