,selenium.csv,cities3d.csv,levent.csv,xemeiah.csv,bwapi.csv,img-browse-sort.csv,somap.csv,pnotepad.csv
bwapi.csv,0.62,0.73,0.89,0.64,0.03,0.64,0.87,0.7
cities3d.csv,0.91,0.05,0.92,0.9,1.0,0.85,0.84,0.82
img-browse-sort.csv,0.65,0.76,0.55,0.59,0.82,0.0,0.84,0.78
levent.csv,0.71,0.61,0.04,0.6,0.75,0.75,0.84,0.55
pnotepad.csv,0.62,0.88,0.79,0.73,0.77,1.0,1.0,0.02
selenium.csv,0.05,0.54,0.93,0.66,0.84,0.57,0.76,0.6
somap.csv,1.0,0.99,1.0,1.0,1.0,0.97,0.0,0.54
xemeiah.csv,0.55,0.41,0.68,0.03,0.76,0.56,0.81,0.62
