,umber.csv,ivatamasks.csv,jaxen.csv,tcl.csv,cuberok.csv,ivataopenportal.csv,rodin-b-sharp.csv,gwanted.csv,exist.csv,wheat.csv,google-web-toolkit.csv,codepurge.csv,rockbox.csv
codepurge.csv,0.15,0.93,0.1,0.57,0.41,0.56,0.28,0.29,0.69,0.56,0.6,0.35,0.46
cuberok.csv,0.05,0.75,0.05,0.36,0.65,0.59,0.32,0.2,0.56,0.43,0.61,0.17,0.34
exist.csv,0.26,0.87,0.1,0.52,0.44,0.58,0.33,0.2,0.8,0.55,0.62,0.18,0.51
google-web-toolkit.csv,0.26,0.69,0.09,0.7,0.42,0.49,0.2,0.29,0.66,0.53,0.73,0.18,0.5
gwanted.csv,0.36,0.87,0.08,0.58,0.48,0.62,0.41,0.41,0.81,0.67,0.65,0.23,0.67
ivatamasks.csv,0.26,0.83,0.07,0.64,0.4,0.55,0.31,0.26,0.62,0.53,0.61,0.15,0.45
ivataopenportal.csv,0.28,0.71,0.07,0.49,0.39,0.73,0.35,0.17,0.64,0.56,0.59,0.14,0.37
jaxen.csv,0.27,0.72,0.38,0.54,0.35,0.51,0.33,0.2,0.61,0.68,0.6,0.12,0.4
rockbox.csv,0.38,0.74,0.16,0.57,0.46,0.76,0.14,0.2,0.54,0.52,0.65,0.3,0.56
rodin-b-sharp.csv,1.0,0.61,0.0,0.51,0.35,0.61,0.78,0.15,0.65,0.61,0.51,0.1,0.36
tcl.csv,0.05,0.62,0.17,0.62,0.3,0.52,0.45,0.18,0.52,0.5,0.59,0.13,0.29
umber.csv,0.77,0.74,0.1,0.49,0.35,0.62,0.4,0.14,0.6,0.52,0.55,0.14,0.4
wheat.csv,0.2,0.69,0.03,0.0,0.44,0.57,0.35,0.08,0.57,0.71,0.53,0.21,0.5
