,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.25,0.52,0.45,0.47,0.6,0.6,0.21,0.38,0.18,0.41,0.23,0.17,0.25,0.33,0.43,0.0,0.49,0.36
autofac.csv,0.49,0.46,0.1,0.74,0.32,0.51,0.76,0.5,0.24,0.65,0.33,0.53,0.54,0.57,0.57,0.52,0.59,0.7
azureus.csv,0.76,0.21,0.43,0.13,0.46,0.38,0.21,0.0,0.55,0.09,0.42,0.74,0.63,0.09,0.09,0.5,0.75,0.6
dsworkbench.csv,0.22,0.66,0.8,0.2,0.02,0.07,0.07,0.04,0.18,0.0,0.0,0.14,0.46,0.34,0.07,0.07,0.17,0.0
forester-atv.csv,0.37,0.82,0.48,0.25,0.1,0.27,0.45,0.19,0.7,0.15,0.23,0.6,0.61,0.17,0.63,0.09,0.45,0.11
freelords.csv,0.78,0.0,0.65,0.43,0.4,0.65,0.7,0.4,0.67,0.65,0.61,0.52,0.51,0.6,0.57,0.46,0.68,0.6
gabel.csv,0.01,0.52,0.24,0.28,0.38,0.13,0.62,0.49,0.18,0.87,0.12,0.37,0.41,0.33,0.07,0.28,0.29,0.16
gephex.csv,0.12,0.33,0.22,0.32,0.38,0.63,0.62,0.57,0.39,0.47,0.33,0.31,0.45,0.36,0.65,0.68,0.53,0.43
google-collections.csv,0.84,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.09,0.17,0.17,0.0,0.0,0.0,0.0,0.13
javaprofiler.csv,0.55,0.0,0.47,0.6,0.61,0.66,0.65,0.24,0.47,0.66,0.2,0.61,0.63,0.65,0.4,0.51,0.72,0.67
jpaul.csv,0.39,0.6,0.34,0.28,0.0,0.06,0.82,0.17,0.39,0.15,0.34,0.24,0.52,0.47,0.4,0.0,0.13,0.36
mycila.csv,0.0,0.35,0.52,0.32,0.0,0.54,0.49,0.4,0.13,0.59,0.72,0.6,0.49,0.58,0.28,0.52,0.57,0.38
neodatis-odb.csv,0.0,0.54,0.26,0.48,0.24,0.34,0.54,0.68,0.35,0.4,0.45,0.48,0.52,0.59,0.07,0.47,0.68,0.37
octet.csv,0.5,0.51,0.58,0.55,0.43,0.32,0.38,0.39,0.29,0.29,0.23,0.43,0.43,0.85,0.21,0.59,0.75,0.33
personalaccess.csv,0.13,0.62,0.66,0.55,0.16,0.39,0.62,0.38,0.68,0.8,0.71,0.67,0.8,0.61,0.28,0.32,0.45,0.37
rcp-company-uibindings.csv,0.73,0.62,0.62,0.51,0.38,0.57,0.65,0.43,0.44,0.63,0.52,0.62,0.49,0.57,0.5,0.51,0.89,0.35
scenemonitor.csv,0.37,0.46,0.4,0.42,0.49,0.58,0.67,0.45,0.71,0.63,0.5,0.63,0.59,0.48,0.63,0.34,0.48,0.38
servicestack.csv,0.06,0.6,0.31,0.25,0.0,0.04,0.0,0.19,0.0,0.0,0.12,0.11,0.24,0.17,0.77,0.0,0.1,0.04
