,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,personalaccess.csv,octet.csv,servicestack.csv,gephex.csv,rcp-company-uibindings.csv,javaprofiler.csv
adonthell.csv,0.94,0.35,0.47,0.39,0.69,0.46,0.76,0.41,0.92,0.48,0.56,0.95,0.86,0.56,0.48,0.35,0.54,0.69
autofac.csv,0.57,0.42,0.8,0.5,0.52,0.43,0.48,0.45,0.86,0.5,0.44,0.46,0.54,0.5,0.59,0.35,0.38,0.46
azureus.csv,0.36,0.34,0.41,0.32,0.45,0.38,0.44,0.4,0.45,0.45,0.47,0.51,0.37,0.45,0.4,0.35,0.41,0.41
dsworkbench.csv,0.86,0.43,0.44,0.86,0.0,0.8,0.0,0.67,0.86,0.5,0.0,0.97,0.55,0.5,0.5,0.75,0.97,0.0
forester-atv.csv,0.69,0.42,0.54,0.91,0.83,0.86,0.62,0.86,0.38,0.91,0.75,0.39,0.44,0.86,0.62,0.91,0.52,0.89
freelords.csv,0.38,0.35,0.37,0.37,0.43,0.46,0.36,0.42,0.32,0.41,0.38,0.39,0.37,0.56,0.58,0.35,0.42,0.44
gabel.csv,0.0,0.56,0.92,0.86,0.65,0.91,0.58,0.46,0.83,0.68,0.65,0.92,0.61,0.58,0.0,0.69,0.7,0.91
gephex.csv,0.88,0.53,0.46,0.36,0.52,0.51,0.58,0.41,0.72,0.53,0.55,0.92,0.58,0.48,0.43,0.52,0.48,0.6
google-collections.csv,0.35,0.36,0.36,0.32,0.44,0.39,0.45,0.4,0.33,0.46,0.37,0.4,0.38,0.45,0.41,0.35,0.39,0.4
javaprofiler.csv,0.59,0.35,0.42,0.46,0.56,0.46,0.45,0.41,0.43,0.45,0.38,0.53,0.44,0.45,0.85,0.44,0.41,0.54
jpaul.csv,0.63,0.52,0.65,0.91,0.0,0.8,0.47,0.94,0.62,0.89,0.67,0.97,0.49,0.8,0.9,0.0,0.96,0.74
mycila.csv,0.4,0.7,0.41,0.36,0.47,0.57,0.51,0.58,0.34,0.47,0.71,0.58,0.5,0.54,0.59,0.43,0.51,0.61
neodatis-odb.csv,0.44,0.44,0.92,0.65,0.94,0.76,0.51,0.75,0.8,0.64,0.91,0.68,0.54,0.67,0.67,0.57,0.47,0.79
octet.csv,0.57,0.37,0.56,0.4,0.97,0.67,0.55,0.56,0.88,0.48,0.56,0.6,0.49,0.75,0.88,0.43,0.44,0.69
personalaccess.csv,0.89,0.42,0.41,0.52,0.83,0.55,0.42,0.49,0.39,0.44,0.41,0.4,0.37,0.64,0.8,0.62,0.49,0.62
rcp-company-uibindings.csv,0.37,0.3,0.37,0.44,0.42,0.47,0.36,0.4,0.56,0.44,0.52,0.48,0.45,0.38,0.48,0.38,0.42,0.61
scenemonitor.csv,0.54,0.41,0.37,0.67,0.54,0.54,0.55,0.44,0.48,0.57,0.44,0.43,0.48,0.9,0.52,0.82,0.46,0.68
servicestack.csv,0.75,0.46,0.85,0.9,0.0,0.8,0.0,0.91,0.0,0.67,0.75,0.92,0.89,0.0,0.55,0.0,0.95,0.5
