,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,stemkit.csv,all-plasm.csv,acdk.csv,mp-rechnungs-und-kundenverwaltung.csv,xinity.csv,gss.csv,linux-ntfs.csv,buddata-ebxml-registry.csv,libarchive.csv,jmule.csv
acdk.csv,0.23,0.42,0.07,0.11,0.33,0.23,0.15,0.21,0.83,0.0,0.34,0.97,0.36,0.43,0.27,0.27,0.22,0.38,0.29
all-plasm.csv,0.53,0.13,0.51,0.43,0.17,0.53,0.42,0.7,0.19,0.57,0.92,0.51,0.56,0.23,0.38,0.41,0.0,0.21,0.36
awemud.csv,1.0,0.59,0.56,0.63,0.65,0.56,0.66,0.56,0.9,0.48,0.34,0.66,0.5,0.54,0.55,0.41,0.48,0.63,0.67
buddata-ebxml-registry.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,1.0,0.0,0.0
bullet.csv,0.13,0.37,0.45,0.35,0.63,0.98,0.59,0.66,0.44,0.33,0.0,0.55,0.56,0.56,0.57,0.44,0.69,0.5,0.56
dvd-create.csv,0.64,0.69,0.51,0.58,1.0,0.58,0.67,0.55,0.37,0.59,0.4,0.4,0.46,0.64,0.65,0.5,0.58,0.64,0.6
gbif-indexingtoolkit.csv,0.22,0.33,0.29,0.52,0.44,0.15,0.1,0.85,0.2,0.36,0.43,0.57,0.27,0.06,0.57,0.31,0.16,0.64,0.0
go.csv,0.63,0.99,0.46,0.15,0.61,0.49,0.63,0.64,0.7,0.68,0.76,0.43,0.6,0.64,0.52,0.47,0.55,0.69,0.72
gss.csv,0.47,0.0,0.58,0.0,0.0,0.58,0.27,0.53,0.56,0.38,0.13,0.48,0.61,0.5,1.0,0.44,0.58,0.0,0.74
jmule.csv,0.48,0.54,0.49,0.09,0.55,0.49,0.62,0.52,0.43,0.37,0.47,0.68,0.55,0.53,0.44,0.57,0.34,0.27,0.97
kwave.csv,0.27,0.62,0.94,0.42,0.59,0.29,0.37,0.49,0.35,0.2,0.37,0.34,0.58,0.31,0.31,0.4,0.26,0.55,0.43
libarchive.csv,0.49,0.6,0.22,0.36,0.34,0.53,0.55,0.55,0.79,0.52,0.45,0.74,0.63,0.56,0.62,0.49,0.54,0.98,0.56
linux-ntfs.csv,0.4,0.49,0.4,0.51,0.51,0.48,0.51,0.65,0.96,0.36,0.53,0.62,0.64,0.46,0.63,1.0,0.19,0.57,0.48
lsb.csv,0.66,0.64,0.67,0.98,0.58,0.58,0.76,0.5,0.74,0.35,0.13,0.75,0.59,0.45,0.73,0.52,0.54,0.59,0.0
mp-rechnungs-und-kundenverwaltung.csv,0.25,0.51,0.28,0.28,0.17,0.15,0.23,0.31,0.2,0.38,0.28,0.54,0.91,0.23,0.46,0.15,0.09,0.66,0.2
qcad2.csv,0.5,0.35,0.36,0.72,0.46,0.43,0.97,0.41,0.2,0.38,0.54,0.59,0.5,0.49,0.71,0.63,0.5,0.24,0.42
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0
stemkit.csv,0.01,0.04,0.0,0.41,0.09,0.07,0.0,0.11,0.38,1.0,0.06,0.09,0.0,0.02,0.0,0.0,0.04,0.07,0.0
xinity.csv,0.22,0.07,0.29,0.0,0.04,0.5,0.36,0.3,0.37,0.0,0.28,0.05,0.51,1.0,0.31,0.1,0.46,0.05,0.29
