,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.27,0.57,0.19,0.56,0.0,0.42,0.76,0.8,0.67,0.49,0.67
elateportal.csv,0.56,0.87,0.43,0.19,0.63,0.36,0.25,0.24,0.5,0.65,0.0
etics.csv,0.27,0.17,0.0,0.43,0.41,0.5,0.15,0.32,0.5,0.22,0.33
lockss.csv,0.09,0.17,0.14,0.07,0.12,0.0,0.14,0.04,0.17,0.19,0.33
pcgen.csv,0.05,0.26,0.05,0.0,0.09,0.25,0.02,0.08,0.17,0.13,0.17
personalaccess.csv,0.2,0.51,0.21,0.67,0.49,0.73,0.33,0.04,0.33,0.54,0.33
pydev.csv,0.16,0.37,0.07,0.56,0.21,0.45,0.03,0.12,0.33,0.0,0.33
rhex.csv,0.01,0.04,0.36,0.51,0.07,0.53,0.28,0.72,0.67,0.38,0.67
stuproa-cims.csv,0.8,1.0,0.71,0.94,1.0,0.79,0.0,0.44,0.67,0.7,0.5
uclmda.csv,0.9,0.9,0.76,0.58,0.88,0.52,0.23,0.32,0.0,0.57,0.83
wgs-assembler.csv,0.22,0.0,0.0,0.3,0.18,0.12,0.28,0.12,0.5,0.14,0.33
