,rhex.csv,wgs-assembler.csv,etics.csv,pcgen.csv,aime.csv,lockss.csv,stuproa-cims.csv,personalaccess.csv,uclmda.csv,pydev.csv,elateportal.csv
aime.csv,0.17,0.62,0.23,0.56,0.86,0.45,0.58,0.54,0.02,0.39,0.0
elateportal.csv,0.67,0.85,0.31,0.49,0.57,0.5,0.35,0.42,0.79,0.42,1.0
etics.csv,0.42,0.13,1.0,0.8,0.64,0.77,0.16,0.49,0.9,0.56,0.07
lockss.csv,0.0,0.13,0.23,0.11,0.07,0.86,0.04,0.2,0.05,0.19,0.0
pcgen.csv,0.08,0.36,0.31,0.89,0.07,0.36,0.11,0.15,0.23,0.22,0.02
personalaccess.csv,0.08,0.56,0.62,0.89,0.57,0.95,0.51,1.0,0.54,0.67,0.82
pydev.csv,0.33,0.49,0.31,0.67,0.43,0.55,0.15,0.37,0.2,0.89,0.11
rhex.csv,1.0,0.08,0.23,0.49,0.07,0.55,0.31,0.51,0.4,0.5,0.39
stuproa-cims.csv,0.92,1.0,0.92,0.98,1.0,0.95,0.96,0.76,0.94,0.81,0.14
uclmda.csv,0.92,0.95,0.38,0.51,0.79,0.55,0.24,0.5,1.0,0.53,0.95
wgs-assembler.csv,0.33,0.9,0.31,0.2,0.21,0.23,0.22,0.24,0.46,0.36,0.39
