,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.96,0.77,0.62,0.04,0.76,0.41,0.7,0.67,0.65,0.64,0.5,0.78
autowikibrowser.csv,0.63,0.35,0.6,0.56,0.62,0.69,0.45,0.69,0.47,0.03,0.43,0.43
cities3d.csv,0.87,0.71,0.66,0.94,0.65,0.05,0.52,0.72,0.87,0.69,0.54,0.76
firebird.csv,0.69,0.49,0.02,0.57,0.55,0.63,0.81,0.53,0.87,0.6,0.53,0.58
hydrogen.csv,0.53,0.76,0.69,0.66,0.84,0.4,0.0,0.64,0.71,0.78,0.55,0.73
lphant.csv,0.45,0.55,0.6,0.65,0.87,0.52,0.49,0.6,0.05,0.41,0.43,0.6
qgo.csv,0.84,0.0,0.64,0.67,0.9,0.65,0.63,0.45,0.56,0.65,0.83,0.69
quickfast.csv,0.49,0.59,0.7,0.63,0.51,0.79,0.67,0.78,0.71,0.6,0.69,0.0
rhex.csv,0.17,0.6,0.68,0.6,0.57,0.45,0.52,0.71,0.52,0.46,0.37,0.9
rocrail.csv,0.75,0.77,0.74,0.74,0.86,0.62,0.5,0.82,0.91,0.75,0.09,0.79
xined.csv,1.0,0.64,0.94,0.68,0.95,0.57,0.57,0.0,0.78,0.9,0.87,0.93
yield.csv,0.57,0.62,0.57,0.71,0.02,0.66,0.45,0.57,0.48,0.41,0.5,0.61
