,rhex.csv,qgo.csv,firebird.csv,applet2app.csv,yield.csv,cities3d.csv,hydrogen.csv,xined.csv,lphant.csv,autowikibrowser.csv,rocrail.csv,quickfast.csv
applet2app.csv,0.25,0.43,0.47,0.96,0.24,0.68,0.31,0.4,0.77,0.55,0.91,0.3
autowikibrowser.csv,0.42,0.73,0.56,0.57,0.43,0.78,0.62,0.6,0.64,0.98,0.91,0.62
cities3d.csv,0.17,0.8,0.38,0.83,0.56,0.95,0.5,0.3,0.18,0.32,0.55,0.34
firebird.csv,0.33,0.6,0.98,0.55,0.6,0.59,0.69,0.8,0.64,0.7,0.55,0.43
hydrogen.csv,0.5,0.5,0.52,0.36,0.17,0.68,1.0,0.4,0.32,0.27,0.55,0.3
lphant.csv,0.67,0.7,0.55,0.67,0.89,0.73,0.56,0.5,0.95,0.68,0.95,0.51
qgo.csv,0.17,1.0,0.38,0.35,0.1,0.51,0.38,0.6,0.45,0.36,0.18,0.32
quickfast.csv,0.92,0.63,0.69,0.71,0.76,0.65,0.44,0.6,0.86,0.84,0.55,1.0
rhex.csv,0.83,0.7,0.42,0.57,0.54,0.65,0.5,0.3,0.5,0.7,0.82,0.11
rocrail.csv,0.25,0.23,0.28,0.27,0.14,0.38,0.5,0.2,0.09,0.25,0.91,0.21
xined.csv,0.0,0.5,0.06,0.36,0.05,0.43,0.44,1.0,0.23,0.11,0.14,0.09
yield.csv,0.58,0.83,0.63,0.78,0.98,0.76,0.81,0.8,0.68,0.82,0.95,0.7
