,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.01,0.91,0.25,0.25,0.77,0.92,0.54,0.22,0.03,0.53,0.49,1.0,0.74,0.05,0.4,0.27,0.57,0.6,0.53,0.43
extprosys.csv,0.01,0.86,0.38,0.27,0.75,0.9,0.36,0.17,0.04,0.58,0.72,0.98,0.69,0.03,0.57,0.33,0.52,0.62,0.45,0.3
freewrl.csv,0.01,0.88,0.29,0.31,0.8,0.92,0.46,0.22,0.04,0.76,0.67,0.99,0.72,0.08,0.4,0.38,0.48,0.6,0.59,0.43
glas.csv,0.02,0.87,0.38,0.31,0.81,0.93,0.35,0.31,0.07,0.64,0.59,1.0,0.73,0.05,0.57,0.39,0.57,0.82,0.78,0.38
ibatisdb.csv,0.0,0.88,0.27,0.26,0.88,0.92,0.45,0.23,0.05,1.0,0.57,1.0,0.67,0.07,0.6,0.56,1.0,1.0,0.83,0.62
japano.csv,0.0,0.88,0.32,0.28,0.77,0.98,0.35,0.18,0.02,0.53,0.58,1.0,0.67,0.05,0.39,0.25,0.5,0.59,0.49,0.41
lockss.csv,0.03,1.0,0.4,0.3,0.86,0.91,0.53,0.29,0.06,0.0,0.88,1.0,0.83,0.11,1.0,0.36,0.5,1.0,0.68,0.38
officefloor.csv,0.02,1.0,0.28,0.29,1.0,0.92,0.42,0.22,0.06,0.0,0.63,0.98,0.8,0.0,0.6,0.4,0.52,0.83,1.0,0.31
opennms.csv,0.0,0.8,0.6,0.49,0.76,1.0,0.42,0.26,0.03,0.5,0.0,1.0,0.75,0.06,0.67,0.17,0.0,0.67,0.33,0.0
papertoolkit.csv,0.0,1.0,0.28,0.22,0.6,0.92,0.54,0.19,0.02,0.56,0.72,1.0,1.0,0.23,0.28,0.3,0.5,0.7,0.52,0.25
primefaces.csv,0.01,0.9,0.28,0.26,0.77,0.93,0.36,0.19,0.03,0.67,0.6,0.99,0.69,0.05,0.4,0.31,0.53,0.8,0.58,0.41
rohxel.csv,0.02,1.0,0.27,0.31,0.93,1.0,0.69,0.44,0.01,0.73,0.85,1.0,0.0,0.0,0.56,0.07,0.44,0.6,0.62,0.0
roller.csv,0.02,0.92,0.26,0.27,0.88,0.92,0.34,0.2,0.05,0.57,0.8,0.99,0.7,0.07,0.59,0.26,0.31,0.62,0.54,0.5
sevenupdate.csv,0.01,1.0,0.28,0.23,0.78,0.93,0.37,0.18,0.03,0.53,0.6,0.99,0.72,0.06,0.4,0.26,0.55,0.59,0.53,0.38
soar.csv,0.01,0.84,0.28,0.25,0.8,0.93,0.32,0.24,0.03,0.5,0.58,0.99,0.69,0.05,0.39,0.28,0.75,0.6,0.5,0.34
web-cat.csv,0.01,0.96,0.29,0.26,0.8,0.9,0.36,0.22,0.03,0.55,0.62,0.99,0.8,0.07,0.49,0.3,0.54,0.6,0.52,0.6
xcf.csv,0.0,0.92,0.32,0.29,0.81,0.92,0.44,0.19,0.04,0.59,0.68,1.0,0.75,0.11,0.48,0.32,0.52,0.7,0.74,0.4
xfce.csv,0.0,0.82,0.31,0.31,0.78,0.92,0.48,0.21,0.03,0.63,0.68,1.0,0.79,0.09,0.38,0.34,0.5,0.6,0.56,0.35
