,ktc.csv,neoengine.csv,mbse.csv,openmalaria.csv,xemeiah.csv,rtrt-on-gpu.csv,enzo.csv,salasaga.csv,nebuladevice.csv,gstreamer.csv,skia.csv
enzo.csv,3048.5,99.0,296.5,196.5,293.5,870.0,98.5,97.5,390.5,99.0,663.0
gstreamer.csv,1500.5,99.0,296.0,196.5,195.0,1384.0,98.5,98.5,291.5,99.0,279.5
ktc.csv,370.5,99.0,98.5,196.5,94.5,705.5,98.5,97.5,193.0,99.0,439.0
mbse.csv,2482.5,98.5,98.5,196.5,94.5,452.5,98.5,98.5,94.5,99.0,181.0
nebuladevice.csv,1881.5,196.5,0.0,97.5,293.5,1901.5,96.5,384.0,215.5,8.5,472.5
neoengine.csv,1139.5,99.0,494.0,196.5,94.5,2239.5,98.5,197.5,290.5,99.0,836.0
openmalaria.csv,2651.5,99.0,197.5,97.5,293.5,1595.5,98.5,196.5,291.5,99.0,472.5
rtrt-on-gpu.csv,2761.0,198.0,395.0,196.5,97.5,224.0,98.5,197.5,292.0,99.0,373.0
salasaga.csv,1027.5,198.0,197.5,195.5,293.5,910.0,94.5,197.5,289.0,99.0,665.5
skia.csv,557.5,99.0,98.5,97.5,94.5,1174.0,98.5,98.5,193.0,99.0,363.0
xemeiah.csv,744.0,297.0,296.5,54.5,386.0,443.5,98.5,197.5,194.0,99.0,646.5
