,xmemcached.csv,httpcontentparser.csv,bdbbasic.csv,qse.csv,google-gears.csv
bdbbasic.csv,0.96,0.8,0.79,0.17,0.44
google-gears.csv,0.48,0.65,0.84,0.97,0.68
httpcontentparser.csv,0.52,0.75,0.0,0.2,0.32
qse.csv,0.74,0.8,0.0,0.8,0.31
xmemcached.csv,0.78,0.35,0.47,0.86,0.86
