,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.3,0.4,0.79,0.55,0.64,0.67,0.28,0.35,0.23,0.21,0.16,0.25,0.65,0.09,0.31,0.58,0.5,0.6,0.05
autofac.csv,0.67,0.49,0.11,0.79,0.38,0.51,0.56,0.44,0.39,0.19,0.23,0.35,0.64,0.13,0.21,0.65,0.35,0.74,0.0
avisynth2.csv,0.38,0.31,0.27,0.17,0.0,0.02,0.19,0.05,0.18,0.0,0.0,0.16,0.2,0.67,0.0,0.2,0.19,0.1,0.0
azureus.csv,0.91,0.49,0.76,0.62,0.49,0.86,0.45,0.5,0.56,0.15,0.3,0.62,0.8,0.1,0.19,0.54,0.47,0.98,0.13
dsworkbench.csv,0.1,0.41,0.83,0.22,0.44,0.16,0.0,0.1,0.3,0.0,0.17,0.15,0.09,0.0,0.25,0.39,0.14,0.27,0.0
forester-atv.csv,0.9,0.65,0.59,0.37,0.27,0.46,0.51,0.18,0.54,0.19,0.37,0.39,0.7,0.09,0.4,0.29,0.24,0.56,0.0
freelords.csv,0.86,0.58,0.84,0.6,0.55,0.73,0.54,0.43,0.58,0.24,0.3,0.43,0.65,0.1,0.26,0.62,0.46,0.71,0.11
gabel.csv,0.0,0.57,0.67,0.48,0.56,0.41,0.61,0.38,0.36,0.37,0.26,0.49,0.77,0.06,0.3,0.49,0.42,0.43,0.1
geotools.csv,0.82,0.6,0.76,0.55,0.61,0.59,0.46,0.37,0.53,0.16,0.27,0.44,0.78,0.14,0.29,0.67,0.51,0.66,0.15
google-collections.csv,0.89,0.54,0.86,0.64,0.71,0.84,0.45,0.5,0.54,0.15,0.33,0.42,0.85,0.09,0.22,0.54,0.44,0.98,0.11
jpaul.csv,0.49,0.39,0.79,0.51,0.06,0.18,0.68,0.23,0.3,0.3,0.21,0.45,0.58,0.11,0.29,0.54,0.36,0.2,0.0
mycila.csv,0.91,0.41,0.83,0.6,0.71,0.59,0.34,0.33,0.5,0.17,0.57,0.45,0.67,0.12,0.2,0.38,0.42,0.68,0.14
neodatis-odb.csv,0.57,0.5,0.33,0.46,0.2,0.25,0.13,0.65,0.36,0.06,0.36,0.45,0.15,0.1,0.15,0.2,0.27,0.87,0.4
octet.csv,0.52,0.33,0.53,0.51,0.42,0.4,0.24,0.47,0.4,0.16,0.17,0.3,0.42,0.11,0.53,0.61,0.41,0.86,0.09
pokenetonline.csv,0.57,0.56,0.87,0.55,0.7,0.81,0.46,0.52,0.64,0.14,0.29,0.42,0.8,0.1,0.21,0.58,0.49,0.9,0.1
rcp-company-uibindings.csv,0.83,0.58,0.76,0.49,0.39,0.67,0.52,0.35,0.43,0.19,0.21,0.41,0.38,0.15,0.12,0.68,0.48,0.92,0.16
scenemonitor.csv,0.62,0.48,0.85,0.59,0.51,0.62,0.56,0.48,0.68,0.21,0.16,0.48,0.65,0.0,0.2,0.57,0.41,0.68,0.16
thedata.csv,0.81,0.54,0.64,0.49,0.44,0.59,0.3,0.41,0.5,0.1,0.4,0.35,0.43,0.08,0.13,0.28,0.3,0.79,0.67
twostep.csv,0.1,0.6,0.78,0.63,0.51,0.72,0.54,0.5,0.58,0.22,0.33,0.42,0.79,0.11,0.29,0.82,0.46,0.78,0.06
