,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,1.0,0.33,0.75,0.49,0.71,0.85,0.26,0.26,0.5,0.13,0.13,0.42,0.84,0.05,0.21,0.42,0.36,0.98,0.03
autofac.csv,0.98,0.37,0.75,0.81,0.59,0.72,0.42,0.32,0.55,0.11,0.14,0.25,0.74,0.07,0.12,0.7,0.26,0.97,0.0
avisynth2.csv,1.0,0.46,0.89,0.43,0.0,1.0,0.5,0.2,1.0,0.0,0.0,0.19,0.78,0.5,0.0,0.75,0.39,1.0,0.0
azureus.csv,0.97,0.36,0.76,0.46,0.5,0.76,0.29,0.35,0.41,0.08,0.18,0.53,0.77,0.05,0.11,0.37,0.32,0.96,0.07
dsworkbench.csv,1.0,0.62,0.89,0.57,0.82,0.88,0.0,0.5,0.57,0.0,0.5,0.18,0.75,0.0,1.0,0.7,0.22,0.97,0.0
forester-atv.csv,0.99,0.62,0.77,0.57,0.48,0.65,0.42,0.57,0.4,0.13,0.27,0.25,0.68,0.05,0.38,0.4,0.23,0.92,0.0
freelords.csv,1.0,0.41,0.79,0.56,0.52,0.85,0.42,0.32,0.44,0.13,0.19,0.27,0.8,0.05,0.17,0.51,0.31,0.99,0.06
gabel.csv,0.0,0.49,0.75,0.77,0.79,0.88,0.58,0.31,0.62,0.23,0.19,0.52,0.76,0.03,0.23,0.82,0.34,0.99,0.06
geotools.csv,0.98,0.47,0.79,0.5,0.59,0.8,0.44,0.28,0.48,0.09,0.2,0.3,0.72,0.07,0.29,0.57,0.45,0.95,0.08
google-collections.csv,1.0,0.38,0.76,0.47,0.55,0.74,0.29,0.34,0.38,0.08,0.2,0.27,0.75,0.05,0.12,0.37,0.28,0.96,0.06
jpaul.csv,1.0,0.33,0.75,0.79,1.0,0.67,0.58,0.22,0.57,0.18,0.14,0.33,0.76,0.06,0.21,0.73,0.28,1.0,0.0
mycila.csv,0.97,0.5,0.79,0.46,0.56,0.74,0.25,0.29,0.35,0.1,0.44,0.35,0.73,0.07,0.12,0.28,0.32,0.95,0.07
neodatis-odb.csv,0.94,0.4,0.91,0.46,0.64,0.75,0.11,0.59,0.46,0.04,0.33,0.38,0.83,0.05,0.1,0.75,0.27,0.97,1.0
octet.csv,1.0,0.29,0.77,0.45,0.81,0.81,0.2,0.49,0.6,0.1,0.14,0.27,0.81,0.06,0.42,0.46,0.37,0.97,0.05
pokenetonline.csv,1.0,0.41,0.77,0.43,0.58,0.79,0.33,0.36,0.53,0.08,0.18,0.27,0.93,0.05,0.12,0.42,0.33,0.98,0.05
rcp-company-uibindings.csv,1.0,0.47,0.76,0.54,0.48,0.85,0.44,0.28,0.47,0.12,0.17,0.33,0.83,0.08,0.08,0.61,0.38,1.0,0.1
scenemonitor.csv,1.0,0.4,0.8,0.64,0.59,0.86,0.46,0.36,0.62,0.12,0.11,0.34,0.77,0.0,0.15,0.44,0.32,0.98,0.09
thedata.csv,0.97,0.5,0.89,0.44,0.45,0.69,0.22,0.33,0.35,0.06,0.27,0.25,0.75,0.05,0.08,0.22,0.25,0.94,0.5
twostep.csv,1.0,0.44,0.77,0.48,0.62,0.81,0.42,0.36,0.43,0.12,0.2,0.28,0.77,0.06,0.18,0.77,0.32,0.96,0.04
