,google-collections.csv,forester-atv.csv,dsworkbench.csv,autofac.csv,adonthell.csv,freelords.csv,jpaul.csv,neodatis-odb.csv,scenemonitor.csv,gabel.csv,mycila.csv,azureus.csv,pokenetonline.csv,avisynth2.csv,octet.csv,twostep.csv,geotools.csv,rcp-company-uibindings.csv,thedata.csv
adonthell.csv,0.93,0.38,0.41,0.41,0.67,0.48,0.63,0.41,0.83,0.46,0.6,0.96,0.53,0.39,0.47,0.39,0.37,0.52,0.38
autofac.csv,0.57,0.4,0.75,0.48,0.45,0.47,0.52,0.45,0.73,0.52,0.43,0.48,0.5,0.4,0.44,0.48,0.52,0.38,0.83
avisynth2.csv,0.79,0.85,0.89,0.86,0.0,0.0,0.75,0.8,0.5,0.75,0.5,0.98,0.89,0.83,0.0,0.75,0.96,0.92,0.5
azureus.csv,0.37,0.39,0.4,0.31,0.45,0.38,0.45,0.41,0.37,0.45,0.41,0.49,0.34,0.36,0.46,0.42,0.4,0.4,0.33
dsworkbench.csv,0.75,0.92,0.48,0.86,0.95,0.88,0.0,0.75,0.86,0.67,0.5,0.97,0.75,0.79,0.0,0.9,0.97,0.97,0.0
forester-atv.csv,0.43,0.48,0.58,0.79,0.96,0.72,0.58,0.86,0.35,0.96,0.68,0.4,0.4,0.85,0.88,0.73,0.7,0.61,0.67
freelords.csv,0.33,0.33,0.37,0.38,0.46,0.45,0.39,0.46,0.33,0.4,0.43,0.38,0.41,0.42,0.54,0.33,0.38,0.4,0.44
gabel.csv,0.0,0.38,0.4,0.69,0.61,0.62,0.53,0.4,0.88,0.57,0.48,0.7,0.35,0.6,0.54,0.82,0.46,0.63,0.42
geotools.csv,0.33,0.28,0.4,0.39,0.5,0.46,0.44,0.42,0.4,0.42,0.45,0.39,0.37,0.46,0.86,0.38,0.49,0.49,0.47
google-collections.csv,0.36,0.37,0.36,0.32,0.45,0.39,0.45,0.41,0.32,0.46,0.37,0.4,0.34,0.4,0.45,0.42,0.41,0.39,0.36
jpaul.csv,0.65,0.5,0.39,0.86,0.5,0.92,0.5,0.7,0.86,0.56,0.57,0.56,0.54,0.56,0.79,0.73,0.61,0.96,0.93
mycila.csv,0.41,0.78,0.43,0.35,0.44,0.66,0.53,0.61,0.33,0.48,0.67,0.58,0.45,0.51,0.49,0.54,0.51,0.64,0.35
neodatis-odb.csv,0.66,0.45,0.91,0.61,0.91,0.94,0.64,0.74,0.69,0.58,0.83,0.67,0.83,0.55,0.75,0.75,0.78,0.46,0.0
octet.csv,0.71,0.41,0.62,0.47,0.95,0.73,0.56,0.6,0.9,0.52,0.64,0.69,0.76,0.42,0.92,0.42,0.53,0.46,0.63
pokenetonline.csv,0.47,0.31,0.37,0.35,0.47,0.37,0.49,0.39,0.37,0.43,0.38,0.37,0.4,0.4,0.46,0.4,0.39,0.42,0.39
rcp-company-uibindings.csv,0.35,0.33,0.38,0.46,0.45,0.5,0.36,0.38,0.59,0.47,0.56,0.53,0.72,0.42,0.38,0.36,0.43,0.43,0.48
scenemonitor.csv,0.39,0.33,0.38,0.48,0.48,0.52,0.42,0.42,0.42,0.49,0.44,0.42,0.48,0.88,0.69,0.4,0.43,0.42,0.4
thedata.csv,0.45,0.63,0.54,0.53,0.48,0.59,0.65,0.57,0.33,0.65,0.57,0.51,0.71,0.59,0.59,0.63,0.7,0.5,0.88
twostep.csv,0.75,0.35,0.4,0.37,0.5,0.41,0.52,0.38,0.36,0.43,0.39,0.4,0.34,0.43,0.46,0.43,0.41,0.41,0.43
