,jlinalg.csv,arianne.csv,playerstage.csv,knowledge.csv,massiv.csv,ultimairis.csv
arianne.csv,0.78,0.71,0.59,0.94,0.01,0.46
jlinalg.csv,0.84,0.56,0.49,0.67,0.02,0.39
knowledge.csv,0.85,0.59,0.57,0.93,0.02,0.3
massiv.csv,0.25,0.16,0.0,0.0,0.35,0.04
playerstage.csv,0.72,0.51,0.72,0.85,0.03,0.46
ultimairis.csv,0.68,0.6,0.59,0.32,0.02,0.59
